20260924,30-music-prompt.job.md,SKIP,單件題目只在第 1 班跑
20260924,31-image-plan.job.md,SKIP,單件題目只在第 1 班跑
20260924,40-image-prompt.job.md,OK,扇出 1 件成功 1 件
20260924,41-doc-index.job.md,OK,扇出 2 件成功 2 件
20260924,42-suno-sop.job.md,OK,扇出 2 件成功 2 件
20260924,10-open-todos.job.md,OK,data/free-quota/open-todos/todos_20260924.md (nemotron-3-super-120b-a12b:free | 審稿失敗 | ctx讀到3檔)
20260924,20-gym-seed.job.md,OK,data/free-quota/gym-seeds/inquiry_20260924.md (nemotron-3-super-120b-a12b:free | 審PASS)
20260924,30-music-prompt.job.md,OK,data/free-quota/music-prompts/plan_20260924.md (nemotron-3-super-120b-a12b:free | 審ISSUES)
20260924,31-image-plan.job.md,OK,data/free-quota/image-plans/plan_20260924.md (nemotron-3-super-120b-a12b:free | 審ISSUES)
20260924,40-image-prompt.job.md,OK,扇出 1 件成功 1 件
20260924,41-doc-index.job.md,OK,扇出 2 件成功 2 件
20260924,42-suno-sop.job.md,OK,扇出 2 件成功 2 件
20260925,10-open-todos.job.md,SKIP,單件題目只在第 1 班跑
20260925,20-gym-seed.job.md,SKIP,單件題目只在第 1 班跑
20260925,30-music-prompt.job.md,SKIP,單件題目只在第 1 班跑
20260925,31-image-plan.job.md,SKIP,單件題目只在第 1 班跑
20260925,40-image-prompt.job.md,OK,扇出 8 件成功 8 件
20260925,41-doc-index.job.md,OK,扇出 12 件成功 11 件|[pitfalls.md#L61-120] 全模型失敗或達日上限
20260925,42-suno-sop.job.md,OK,扇出 17 件成功 17 件
20260926,10-open-todos.job.md,SKIP,單件題目只在第 1 班跑
20260926,20-gym-seed.job.md,SKIP,單件題目只在第 1 班跑
20260926,30-music-prompt.job.md,SKIP,單件題目只在第 1 班跑
20260926,31-image-plan.job.md,SKIP,單件題目只在第 1 班跑
20260926,40-image-prompt.job.md,OK,扇出 8 件成功 8 件
20260926,41-doc-index.job.md,OK,扇出 12 件成功 12 件
20260926,42-suno-sop.job.md,OK,扇出 16 件成功 16 件
